CST_STATION_012
1.0000000000 0.0008061894
0.9999571638 0.0008076956
0.9998286625 0.0008122170
0.9996145181 0.0008197622
0.9993147674 0.0008303456
0.9989294616 0.0008439872
0.9984586669 0.0008607131
0.9979024638 0.0008805557
0.9972609477 0.0009035534
0.9965342285 0.0009297513
0.9957224307 0.0009592012
0.9948256934 0.0009919619
0.9938441703 0.0010280995
0.9927780295 0.0010676877
0.9916274538 0.0011108082
0.9903926402 0.0011575510
0.9890738004 0.0012080146
0.9876711603 0.0012623066
0.9861849602 0.0013205440
0.9846154549 0.0013828532
0.9829629131 0.0014493712
0.9812276182 0.0015202448
0.9794098674 0.0015956322
0.9775099722 0.0016757021
0.9755282581 0.0017606351
0.9734650647 0.0018506230
0.9713207455 0.0019458699
0.9690956680 0.0020465917
0.9667902132 0.0021530170
0.9644047764 0.0022653864
0.9619397663 0.0023839534
0.9593956051 0.0025089841
0.9567727288 0.0026407568
0.9540715869 0.0027795629
0.9512926422 0.0029257058
0.9484363708 0.0030795014
0.9455032621 0.0032412774
0.9424938187 0.0034113733
0.9394085563 0.0035901400
0.9362480035 0.0037779393
0.9330127019 0.0039751432
0.9297032058 0.0041821336
0.9263200822 0.0043993017
0.9228639109 0.0046270468
0.9193352840 0.0048657760
0.9157348062 0.0051159031
0.9120630943 0.0053778477
0.9083207776 0.0056520340
0.9045084972 0.0059388901
0.9006269063 0.0062388464
0.8966766701 0.0065523348
0.8926584654 0.0068797871
0.8885729807 0.0072216337
0.8844209160 0.0075783025
0.8802029828 0.0079502170
0.8759199037 0.0083377950
0.8715724127 0.0087414474
0.8671612547 0.0091615759
0.8626871855 0.0095985720
0.8581509717 0.0100528153
0.8535533906 0.0105246713
0.8488952299 0.0110144905
0.8441772878 0.0115226060
0.8394003728 0.0120493325
0.8345653032 0.0125949638
0.8296729076 0.0131597720
0.8247240242 0.0137440050
0.8197195010 0.0143478857
0.8146601955 0.0149716095
0.8095469747 0.0156153436
0.8043807145 0.0162792248
0.7991623003 0.0169633584
0.7938926261 0.0176678166
0.7885725950 0.0183926373
0.7832031185 0.0191378227
0.7777851165 0.0199033382
0.7723195175 0.0206891112
0.7668072580 0.0214950299
0.7612492824 0.0223209430
0.7556465430 0.0231666579
0.7500000000 0.0240319410
0.7443106207 0.0249165162
0.7385793801 0.0258200650
0.7328072602 0.0267422259
0.7269952499 0.0276825940
0.7211443451 0.0286407213
0.7152555484 0.0296161159
0.7093298688 0.0306082432
0.7033683215 0.0316165252
0.6973719282 0.0326403414
0.6913417162 0.0336790291
0.6852787188 0.0347318841
0.6791839748 0.0357981615
0.6730585285 0.0368770768
0.6669034296 0.0379678065
0.6607197327 0.0390694896
0.6545084972 0.0401812287
0.6482707875 0.0413020915
0.6420076724 0.0424311125
0.6357202249 0.0435672942
0.6294095226 0.0447096093
0.6230766465 0.0458570019
0.6167226819 0.0470083904
0.6103487175 0.0481626686
0.6039558454 0.0493187083
0.5975451610 0.0504753613
0.5911177627 0.0516314618
0.5846747519 0.0527858286
0.5782172325 0.0539372674
0.5717463110 0.0550845734
0.5652630961 0.0562265336
0.5587686987 0.0573619294
0.5522642316 0.0584895388
0.5457508093 0.0596081394
0.5392295479 0.0607165103
0.5327015646 0.0618134354
0.5261679781 0.0628977049
0.5196299079 0.0639681187
0.5130884742 0.0650234882
0.5065447978 0.0660626389
0.5000000000 0.0670844130
0.4934552022 0.0680876712
0.4869115258 0.0690712953
0.4803700921 0.0700341902
0.4738320219 0.0709752861
0.4672984354 0.0718935403
0.4607704521 0.0727879394
0.4542491907 0.0736575008
0.4477357684 0.0745012746
0.4412313013 0.0753183451
0.4347369039 0.0761078325
0.4282536890 0.0768688939
0.4217827675 0.0776007250
0.4153252481 0.0783025610
0.4088822373 0.0789736775
0.4024548390 0.0796133917
0.3960441546 0.0802210630
0.3896512825 0.0807960937
0.3832773181 0.0813379293
0.3769233535 0.0818460593
0.3705904774 0.0823200172
0.3642797751 0.0827593806
0.3579923276 0.0831637713
0.3517292125 0.0835328552
0.3454915028 0.0838663424
0.3392802673 0.0841639861
0.3330965704 0.0844255829
0.3269414715 0.0846509720
0.3208160252 0.0848400346
0.3147212812 0.0849926930
0.3086582838 0.0851089099
0.3026280718 0.0851886876
0.2966316785 0.0852320668
0.2906701312 0.0852391257
0.2847444516 0.0852099788
0.2788556549 0.0851447757
0.2730047501 0.0850437000
0.2671927398 0.0849069676
0.2614206199 0.0847348262
0.2556893793 0.0845275527
0.2500000000 0.0842854532
0.2443534570 0.0840088604
0.2387507176 0.0836981328
0.2331927420 0.0833536534
0.2276804825 0.0829758276
0.2222148835 0.0825650825
0.2167968815 0.0821218648
0.2114274050 0.0816466400
0.2061073739 0.0811398907
0.2008376997 0.0806021152
0.1956192855 0.0800338262
0.1904530253 0.0794355496
0.1853398045 0.0788078233
0.1802804990 0.0781511956
0.1752759758 0.0774662246
0.1703270924 0.0767534765
0.1654346968 0.0760135250
0.1605996272 0.0752469498
0.1558227122 0.0744543363
0.1511047701 0.0736362739
0.1464466094 0.0727933560
0.1418490283 0.0719261783
0.1373128145 0.0710353390
0.1328387453 0.0701214375
0.1284275873 0.0691850740
0.1240800963 0.0682268489
0.1197970172 0.0672473626
0.1155790840 0.0662472145
0.1114270193 0.0652270033
0.1073415346 0.0641873263
0.1033233299 0.0631287793
0.0993730937 0.0620519561
0.0954915028 0.0609574489
0.0916792224 0.0598458479
0.0879369057 0.0587177410
0.0842651938 0.0575737144
0.0806647160 0.0564143523
0.0771360891 0.0552402368
0.0736799178 0.0540519486
0.0702967942 0.0528500666
0.0669872981 0.0516351687
0.0637519965 0.0504078314
0.0605914437 0.0491686307
0.0575061813 0.0479181423
0.0544967379 0.0466569415
0.0515636292 0.0453856045
0.0487073578 0.0441047079
0.0459284131 0.0428148301
0.0432272712 0.0415165512
0.0406043949 0.0402104541
0.0380602337 0.0388971246
0.0355952236 0.0375771530
0.0332097868 0.0362511341
0.0309043320 0.0349196687
0.0286792545 0.0335833642
0.0265349353 0.0322428364
0.0244717419 0.0308987100
0.0224900278 0.0295516213
0.0205901326 0.0282022187
0.0187723818 0.0268511659
0.0170370869 0.0254991440
0.0153845451 0.0241468542
0.0138150398 0.0227950219
0.0123288397 0.0214444009
0.0109261996 0.0200957785
0.0096073598 0.0187499828
0.0083725462 0.0174078907
0.0072219705 0.0160704391
0.0061558297 0.0147386394
0.0051743066 0.0134135959
0.0042775693 0.0120965322
0.0034657715 0.0107888272
0.0027390523 0.0094920669
0.0020975362 0.0082081225
0.0015413331 0.0069392719
0.0010705384 0.0056884022
0.0006852326 0.0044593734
0.0003854819 0.0032577485
0.0001713375 0.0020925245
0.0000428362 0.0009816505
0.0000000000 0.0000000000
0.0000428362 -0.0005278482
0.0001713375 -0.0011251372
0.0003854819 -0.0017515037
0.0006852326 -0.0023971765
0.0010705384 -0.0030571869
0.0015413331 -0.0037284040
0.0020975362 -0.0044086056
0.0027390523 -0.0050960874
0.0034657715 -0.0057894681
0.0042775693 -0.0064875822
0.0051743066 -0.0071894148
0.0061558297 -0.0078940612
0.0072219705 -0.0086006992
0.0083725462 -0.0093085707
0.0096073598 -0.0100169689
0.0109261996 -0.0107252278
0.0123288397 -0.0114327164
0.0138150398 -0.0121388324
0.0153845451 -0.0128429992
0.0170370869 -0.0135446622
0.0187723818 -0.0142432869
0.0205901326 -0.0149383570
0.0224900278 -0.0156293733
0.0244717419 -0.0163158522
0.0265349353 -0.0169973254
0.0286792545 -0.0176733392
0.0309043320 -0.0183434537
0.0332097868 -0.0190072429
0.0355952236 -0.0196642941
0.0380602337 -0.0203142082
0.0406043949 -0.0209565990
0.0432272712 -0.0215910933
0.0459284131 -0.0222173313
0.0487073578 -0.0228349656
0.0515636292 -0.0234436621
0.0544967379 -0.0240430995
0.0575061813 -0.0246329692
0.0605914437 -0.0252129754
0.0637519965 -0.0257828353
0.0669872981 -0.0263422784
0.0702967942 -0.0268910469
0.0736799178 -0.0274288956
0.0771360891 -0.0279555916
0.0806647160 -0.0284709142
0.0842651938 -0.0289746548
0.0879369057 -0.0294666168
0.0916792224 -0.0299466153
0.0954915028 -0.0304144771
