CST_STATION_019
1.0000000000 0.0009895686
0.9999571638 0.0009903925
0.9998286625 0.0009928694
0.9996145181 0.0009970139
0.9993147674 0.0010028509
0.9989294616 0.0010104151
0.9984586669 0.0010197511
0.9979024638 0.0010309137
0.9972609477 0.0010439675
0.9965342285 0.0010589873
0.9957224307 0.0010760578
0.9948256934 0.0010952741
0.9938441703 0.0011167414
0.9927780295 0.0011405752
0.9916274538 0.0011669013
0.9903926402 0.0011958557
0.9890738004 0.0012275852
0.9876711603 0.0012622467
0.9861849602 0.0013000077
0.9846154549 0.0013410463
0.9829629131 0.0013855513
0.9812276182 0.0014337218
0.9794098674 0.0014857678
0.9775099722 0.0015419097
0.9755282581 0.0016023787
0.9734650647 0.0016674163
0.9713207455 0.0017372747
0.9690956680 0.0018122167
0.9667902132 0.0018925152
0.9644047764 0.0019784535
0.9619397663 0.0020703251
0.9593956051 0.0021684334
0.9567727288 0.0022730918
0.9540715869 0.0023846231
0.9512926422 0.0025033596
0.9484363708 0.0026296427
0.9455032621 0.0027638226
0.9424938187 0.0029062581
0.9394085563 0.0030573160
0.9362480035 0.0032173711
0.9330127019 0.0033868052
0.9297032058 0.0035660073
0.9263200822 0.0037553724
0.9228639109 0.0039553016
0.9193352840 0.0041662011
0.9157348062 0.0043884819
0.9120630943 0.0046225589
0.9083207776 0.0048688503
0.9045084972 0.0051277769
0.9006269063 0.0053997614
0.8966766701 0.0056852273
0.8926584654 0.0059845987
0.8885729807 0.0062982987
0.8844209160 0.0066267491
0.8802029828 0.0069703690
0.8759199037 0.0073295743
0.8715724127 0.0077047763
0.8671612547 0.0080963811
0.8626871855 0.0085047880
0.8581509717 0.0089303891
0.8535533906 0.0093735676
0.8488952299 0.0098346973
0.8441772878 0.0103141408
0.8394003728 0.0108122492
0.8345653032 0.0113293601
0.8296729076 0.0118657969
0.8247240242 0.0124218679
0.8197195010 0.0129978645
0.8146601955 0.0135940605
0.8095469747 0.0142107109
0.8043807145 0.0148480507
0.7991623003 0.0155062935
0.7938926261 0.0161856310
0.7885725950 0.0168862314
0.7832031185 0.0176082383
0.7777851165 0.0183517701
0.7723195175 0.0191169185
0.7668072580 0.0199037478
0.7612492824 0.0207122938
0.7556465430 0.0215425630
0.7500000000 0.0223945316
0.7443106207 0.0232681448
0.7385793801 0.0241633159
0.7328072602 0.0250799258
0.7269952499 0.0260178220
0.7211443451 0.0269768183
0.7152555484 0.0279566941
0.7093298688 0.0289571940
0.7033683215 0.0299780274
0.6973719282 0.0310188679
0.6913417162 0.0320793534
0.6852787188 0.0331590859
0.6791839748 0.0342576309
0.6730585285 0.0353745180
0.6669034296 0.0365092405
0.6607197327 0.0376612557
0.6545084972 0.0388299850
0.6482707875 0.0400148143
0.6420076724 0.0412150945
0.6357202249 0.0424301415
0.6294095226 0.0436592372
0.6230766465 0.0449016300
0.6167226819 0.0461565351
0.6103487175 0.0474231361
0.6039558454 0.0487005851
0.5975451610 0.0499880040
0.5911177627 0.0512844855
0.5846747519 0.0525890941
0.5782172325 0.0539008675
0.5717463110 0.0552188176
0.5652630961 0.0565419318
0.5587686987 0.0578691745
0.5522642316 0.0591994888
0.5457508093 0.0605317973
0.5392295479 0.0618650044
0.5327015646 0.0631979974
0.5261679781 0.0645296485
0.5196299079 0.0658588162
0.5130884742 0.0671843473
0.5065447978 0.0685050784
0.5000000000 0.0698198380
0.4934552022 0.0711274482
0.4869115258 0.0724267263
0.4803700921 0.0737164873
0.4738320219 0.0749955450
0.4672984354 0.0762627145
0.4607704521 0.0775168135
0.4542491907 0.0787566649
0.4477357684 0.0799810979
0.4412313013 0.0811889505
0.4347369039 0.0823790708
