variant_id,min_inner_tc,min_inner_tc_y,min_inner_tc_xc,le_root_x,c1_root_chord,c2_c1_ratio,c3_c1_ratio,c4_c1_ratio,s1_deg,s2_deg,s3_deg,nose_blend_y,twist_c1_deg,twist_c2_deg,twist_c3_deg,twist_c4_deg,c1_tc_max,c2_tc_max,c3_tc_max,c4_tc_max,c1_x_tmax,c2_x_tmax,c3_x_tmax,c4_x_tmax,c1_te_thickness,c2_te_thickness,c3_te_thickness,c4_te_thickness
reference,0.0005950128058793226,29.625,0.9794098674340965,0.0,40.0,0.7,0.23,0.08,58.0,50.0,32.0,2.5,0.0,0.0,-1.0,-3.0,0.22,0.18,0.11,0.08,0.33,0.31,0.28,0.24,0.002,0.002,0.0015,0.001
v1,0.00016042733906236972,30.05023923444976,0.9794098674340965,0.39029785580656107,43.81325248930792,0.7198493696976539,0.2234049725597742,0.07856119725136082,59.44363515974355,47.62527346191476,33.233517126589824,2.892131645952701,-0.15391222635014046,-0.945444351267295,-2.063557061916288,-4.470782474075253,0.18,0.14727272727272725,0.09,0.06545454545454545,0.3482621037589382,0.31733075376646974,0.3081641045064766,0.22565155839107418,0.001184508881258827,0.0022700950502552737,0.0006243686552858561,0.0003313796014339785
v2,0.00028481902367600697,29.105263157894736,0.9794098674340965,0.04645311924667528,39.675577843122774,0.7300360796698854,0.23310143010778425,0.0801016470555165,57.786243115731416,48.78807162573119,30.125289058083222,2.09397083006061,0.9217541802328282,-1.437087724862423,-1.6262257091094077,-5.977594547687544,0.2,0.16363636363636364,0.1,0.07272727272727274,0.3306109465357896,0.33082901478195215,0.28804770881588954,0.2521852557470376,0.0010195894521513097,0.002098745171303573,0.0015149226936966719,0.0015347287024377481
v3,0.00019077669743344618,30.05023923444976,0.9794098674340965,-0.4328561358758283,40.94256704518924,0.6682661182488762,0.2273031632266575,0.07872586169305909,56.26087880790999,51.518422898331565,31.5370732987532,3.1319472074228125,0.4319601264509294,0.504270018383286,-0.33761641221600547,-1.94129853712327,0.21,0.1718181818181818,0.105,0.07636363636363636,0.3048343354613409,0.3380696830629293,0.2635842325516987,0.24865696419560876,0.0015210081955497686,0.00289778486275881,0.0018114522976098312,0.0004695267747639603
v4,0.00010359008871445377,29.105263157894736,0.9794098674340965,1.076631881128605,44.2715024429918,0.7290820087501068,0.23167325954862267,0.07744731166707867,56.44683937786066,52.05394728677371,32.200933712642296,2.0783292979525636,1.8434730921430558,0.6795441850679076,-0.6654674825257221,-3.742272983220479,0.22,0.18,0.11,0.08,0.32798636552919963,0.3128581119528241,0.269756606643341,0.2526667759606884,0.000860472489924225,0.0016932446541564894,0.0005982725652174943,0.00045696462717521354
